Date,chtropen,chtrclose,chtrlow,chtrhigh,chtrvolume
2012-06-06,63.650001525878906,63.75,63.130001068115234,64.05999755859375,450700
2012-06-07,64.56999969482422,63.810001373291016,63.68000030517578,65.5999984741211,676100
2012-06-08,63.880001068115234,64.12000274658203,62.959999084472656,64.16000366210938,181000
2012-06-11,64.41000366210938,63.38999938964844,63.36000061035156,64.80000305175781,261400
2012-06-12,63.459999084472656,64.7300033569336,63.459999084472656,64.79000091552734,596800
2012-06-13,64.6500015258789,64.93000030517578,64.04000091552734,65.29000091552734,1072700
2012-06-14,64.8499984741211,65.88999938964844,64.62999725341797,66.0,414500
2012-06-15,65.80999755859375,66.88999938964844,65.66000366210938,67.05999755859375,439600
2012-06-18,66.51000213623047,67.62999725341797,66.38999938964844,67.69000244140625,362900
2012-06-19,67.9800033569336,68.9800033569336,67.3499984741211,69.29000091552734,656300
2012-06-20,68.94999694824219,69.4000015258789,68.81999969482422,69.97000122070312,637200
2012-06-21,69.55000305175781,67.44000244140625,67.29000091552734,69.97000122070312,253700
2012-06-22,67.51000213623047,67.91000366210938,66.86000061035156,68.30999755859375,982700
2012-06-25,67.23999786376953,66.61000061035156,66.36000061035156,67.77999877929688,522800
2012-06-26,66.98999786376953,67.69999694824219,66.51000213623047,67.86000061035156,345800
2012-06-27,67.95999908447266,69.6500015258789,67.87999725341797,70.27999877929688,544800
2012-06-28,69.55999755859375,70.0,69.16000366210938,70.0,263000
2012-06-29,70.94999694824219,70.87000274658203,70.30000305175781,71.86000061035156,693500
2012-07-02,71.12000274658203,72.05000305175781,70.69999694824219,72.12000274658203,710800
2012-07-03,72.33000183105469,72.20999908447266,71.9000015258789,72.52999877929688,141100
2012-07-05,71.97000122070312,72.23999786376953,71.13999938964844,72.4800033569336,244600
2012-07-06,71.66000366210938,72.08000183105469,71.27999877929688,72.55000305175781,140600
2012-07-09,71.73999786376953,72.0199966430664,71.37999725341797,72.41000366210938,232000
2012-07-10,72.11000061035156,72.0999984741211,71.87000274658203,72.79000091552734,533700
2012-07-11,72.08999633789062,71.58999633789062,71.5199966430664,72.6500015258789,407500
2012-07-12,71.30000305175781,72.77999877929688,70.83000183105469,73.33999633789062,472700
2012-07-13,72.91999816894531,72.87000274658203,72.69999694824219,73.33000183105469,236800
2012-07-16,72.73999786376953,72.52999877929688,72.22000122070312,72.98999786376953,154300
2012-07-17,72.47000122070312,73.06999969482422,72.0999984741211,73.6500015258789,292100
2012-07-18,72.77999877929688,72.94999694824219,72.51000213623047,73.08000183105469,347500
2012-07-19,73.0199966430664,74.80999755859375,72.91999816894531,75.05000305175781,518300
2012-07-20,74.1500015258789,74.37000274658203,73.58999633789062,74.81999969482422,293600
2012-07-23,73.91999816894531,73.5199966430664,73.1500015258789,74.05999755859375,458200
2012-07-24,73.5199966430664,72.91999816894531,72.5199966430664,73.68000030517578,271500
2012-07-25,73.22000122070312,74.19999694824219,72.7699966430664,74.38999938964844,546300
2012-07-26,75.06999969482422,75.80000305175781,74.48999786376953,76.08000183105469,687200
2012-07-27,75.95999908447266,76.3499984741211,75.80000305175781,76.8499984741211,516900
2012-07-30,76.16000366210938,77.45999908447266,76.16000366210938,77.66999816894531,726300
2012-07-31,77.0,76.91999816894531,76.05999755859375,77.80000305175781,529400
2012-08-01,77.69999694824219,78.33999633789062,77.48999786376953,79.0199966430664,474500
2012-08-02,77.97000122070312,78.30000305175781,77.58000183105469,78.83000183105469,547400
2012-08-03,78.58000183105469,79.93000030517578,78.06999969482422,80.22000122070312,526900
2012-08-06,80.0,77.58999633789062,77.36000061035156,80.0999984741211,718700
2012-08-07,77.9000015258789,76.68000030517578,73.5199966430664,78.9000015258789,1824400
2012-08-08,75.5,76.01000213623047,74.91000366210938,76.12000274658203,730300
2012-08-09,74.62999725341797,75.51000213623047,74.5,76.25,2376000
2012-08-10,75.80000305175781,77.93000030517578,75.19999694824219,78.36000061035156,726700
2012-08-13,77.70999908447266,78.91000366210938,77.16000366210938,79.0199966430664,843500
2012-08-14,79.01000213623047,78.5,78.44999694824219,80.56999969482422,1486900
2012-08-15,78.73999786376953,79.80000305175781,78.69000244140625,80.08999633789062,612400
2012-08-16,79.5999984741211,78.5,78.45999908447266,80.0999984741211,640600
2012-08-17,78.83000183105469,77.80000305175781,77.30999755859375,79.29000091552734,462400
2012-08-20,77.88999938964844,77.87999725341797,76.73999786376953,78.25,285400
2012-08-21,77.87000274658203,77.27999877929688,77.04000091552734,78.62999725341797,299300
2012-08-22,77.11000061035156,77.11000061035156,76.73999786376953,77.69999694824219,284900
2012-08-23,77.1500015258789,76.37999725341797,75.97000122070312,77.1500015258789,587900
2012-08-24,76.55999755859375,77.7300033569336,76.37999725341797,78.12999725341797,324900
2012-08-27,78.18000030517578,77.23999786376953,77.23999786376953,78.18000030517578,151100
2012-08-28,76.93000030517578,76.76000213623047,76.62999725341797,77.48999786376953,234300
2012-08-29,76.66000366210938,76.45999908447266,75.91000366210938,76.98999786376953,313500
2012-08-30,76.5,77.0,76.43000030517578,77.23999786376953,193500
2012-08-31,77.05000305175781,77.80000305175781,76.91999816894531,78.33000183105469,210600
2012-09-04,77.56999969482422,77.08000183105469,76.7300033569336,77.80000305175781,301500
2012-09-05,77.31999969482422,78.16000366210938,76.94999694824219,79.58999633789062,483500
2012-09-06,78.75,79.27999877929688,78.0999984741211,79.36000061035156,357400
2012-09-07,79.05999755859375,78.1500015258789,77.93000030517578,79.20999908447266,388200
2012-09-10,78.22000122070312,77.80000305175781,77.68000030517578,78.66000366210938,272600
2012-09-11,78.05999755859375,78.9000015258789,77.37999725341797,79.72000122070312,663200
2012-09-12,78.86000061035156,80.19999694824219,78.66000366210938,82.20999908447266,1048800
2012-09-13,79.94000244140625,81.62999725341797,79.70999908447266,82.2699966430664,484900
2012-09-14,81.54000091552734,82.54000091552734,81.43000030517578,83.41000366210938,421800
2012-09-17,82.70999908447266,80.73999786376953,80.47000122070312,82.73999786376953,389700
2012-09-18,80.19999694824219,79.88999938964844,79.80000305175781,80.7300033569336,316900
2012-09-19,80.0,80.37999725341797,79.16999816894531,80.55999755859375,834800
2012-09-20,79.94000244140625,80.27999877929688,79.7699966430664,80.87000274658203,242500
2012-09-21,80.97000122070312,79.43000030517578,78.69999694824219,81.8499984741211,921700
2012-09-24,77.83000183105469,76.37000274658203,75.66000366210938,78.81999969482422,1288600
2012-09-25,76.86000061035156,75.44000244140625,75.36000061035156,77.0999984741211,703200
2012-09-26,75.3499984741211,74.88999938964844,73.01000213623047,75.47000122070312,1151500
2012-09-27,75.05000305175781,75.20999908447266,74.41999816894531,75.88999938964844,656700
2012-09-28,75.02999877929688,75.05999755859375,74.06999969482422,75.73999786376953,623900
2012-10-01,75.33999633789062,75.01000213623047,74.5999984741211,76.04000091552734,497800
2012-10-02,75.05999755859375,75.5,75.05999755859375,76.76000213623047,752100
2012-10-03,75.8499984741211,76.76000213623047,75.5199966430664,77.5,540200
2012-10-04,77.12000274658203,77.37999725341797,76.20999908447266,77.58999633789062,409700
2012-10-05,77.55000305175781,76.52999877929688,76.44000244140625,77.77999877929688,421000
2012-10-08,76.29000091552734,76.02999877929688,75.44000244140625,76.43000030517578,338600
2012-10-09,76.16000366210938,76.08000183105469,75.79000091552734,76.22000122070312,911000
2012-10-10,76.04000091552734,75.9800033569336,75.62000274658203,76.80000305175781,337800
2012-10-11,76.25,76.12000274658203,75.05000305175781,76.86000061035156,461200
2012-10-12,75.83000183105469,76.12999725341797,75.56999969482422,76.97000122070312,285900
2012-10-15,76.0999984741211,76.7300033569336,76.01000213623047,77.4000015258789,294200
2012-10-16,77.0199966430664,76.6500015258789,76.27999877929688,77.2300033569336,515800
2012-10-17,76.47000122070312,77.69000244140625,76.47000122070312,78.29000091552734,405200
2012-10-18,77.30000305175781,78.51000213623047,76.98999786376953,78.68000030517578,317300
2012-10-19,78.41000366210938,78.54000091552734,77.12000274658203,78.58000183105469,854000
2012-10-22,78.13999938964844,78.16999816894531,77.61000061035156,79.08000183105469,650400
2012-10-23,77.22000122070312,76.19000244140625,75.30999755859375,79.94999694824219,1179800
2012-10-24,76.27999877929688,76.08999633789062,75.63999938964844,77.06999969482422,758000
2012-10-25,76.91000366210938,76.19000244140625,76.0199966430664,77.62000274658203,299800
2012-10-26,75.80000305175781,76.56999969482422,75.41999816894531,76.7300033569336,432000
2012-10-31,76.55000305175781,77.41000366210938,75.98999786376953,77.80999755859375,533700
2012-11-01,77.19999694824219,77.75,76.80999755859375,77.98999786376953,599300
2012-11-02,77.19999694824219,75.0999984741211,75.01000213623047,78.16999816894531,727000
2012-11-05,73.0,72.94000244140625,71.06999969482422,73.23999786376953,1861800
2012-11-06,70.01000213623047,71.62000274658203,70.01000213623047,72.61000061035156,2566500
2012-11-07,70.8499984741211,69.47000122070312,69.0,71.61000061035156,1948800
2012-11-08,69.87000274658203,68.26000213623047,68.19999694824219,69.95999908447266,704400
2012-11-09,68.23999786376953,68.72000122070312,68.0,69.72000122070312,512400
2012-11-12,69.2699966430664,69.0,68.37999725341797,69.69000244140625,467000
2012-11-13,68.4800033569336,68.94000244140625,68.25,69.1500015258789,675100
2012-11-14,69.08000183105469,67.5,67.18000030517578,69.11000061035156,667300
2012-11-15,67.5999984741211,68.54000091552734,67.05999755859375,68.58000183105469,779000
2012-11-16,68.33000183105469,69.2699966430664,68.19999694824219,69.9800033569336,524500
2012-11-19,69.93000030517578,68.63999938964844,68.48999786376953,69.95999908447266,388500
2012-11-20,69.11000061035156,70.30999755859375,68.80000305175781,71.66999816894531,590700
2012-11-21,69.87000274658203,69.87000274658203,69.58999633789062,70.8499984741211,1708200
2012-11-23,70.19000244140625,70.0,69.69999694824219,70.47000122070312,196900
2012-11-26,70.02999877929688,70.27999877929688,69.36000061035156,70.33999633789062,675200
2012-11-27,70.19000244140625,70.29000091552734,69.86000061035156,70.47000122070312,663000
2012-11-28,69.77999877929688,70.29000091552734,69.63999938964844,70.5999984741211,567700
2012-11-29,71.0999984741211,71.30999755859375,70.33999633789062,72.37000274658203,1667700
2012-11-30,71.02999877929688,70.8499984741211,70.30000305175781,71.45999908447266,1827500
2012-12-03,70.8499984741211,70.44999694824219,70.08999633789062,70.86000061035156,624600
2012-12-04,69.83000183105469,70.44999694824219,69.5999984741211,70.93000030517578,1445600
2012-12-05,70.12999725341797,69.73999786376953,69.61000061035156,70.7699966430664,924300
2012-12-06,69.63999938964844,69.5999984741211,68.95999908447266,70.37000274658203,700900
2012-12-07,69.77999877929688,70.43000030517578,69.5,70.70999908447266,923000
2012-12-10,70.47000122070312,69.76000213623047,69.27999877929688,70.47000122070312,539400
2012-12-11,69.76000213623047,69.58999633789062,69.12999725341797,69.98999786376953,810300
2012-12-12,69.86000061035156,69.61000061035156,69.3499984741211,70.31999969482422,669900
2012-12-13,69.7300033569336,69.08000183105469,68.61000061035156,69.97000122070312,480000
2012-12-14,69.01000213623047,68.68000030517578,68.44000244140625,69.62000274658203,330600
2012-12-17,68.88999938964844,70.77999877929688,68.62999725341797,70.97000122070312,1088200
2012-12-18,71.02999877929688,74.13999938964844,70.87999725341797,74.63999938964844,1568100
2012-12-19,74.3499984741211,74.05000305175781,72.56999969482422,75.0,1234800
2012-12-20,73.94000244140625,73.20999908447266,73.05000305175781,74.56999969482422,1223000
2012-12-21,72.05000305175781,73.43000030517578,71.66999816894531,73.69999694824219,823100
2012-12-24,73.73999786376953,73.43000030517578,73.05999755859375,73.83999633789062,193900
2012-12-26,73.58000183105469,73.23999786376953,72.66999816894531,74.62000274658203,415500
2012-12-27,73.0199966430664,73.66999816894531,72.45999908447266,73.83000183105469,465400
2012-12-28,72.9000015258789,73.58000183105469,72.68000030517578,74.02999877929688,443400
2012-12-31,73.91999816894531,76.23999786376953,73.18000030517578,76.69000244140625,758300
2013-01-02,77.5,78.0999984741211,77.02999877929688,78.66999816894531,872600
2013-01-03,78.0,77.9800033569336,77.37000274658203,78.95999908447266,558500
2013-01-04,78.30999755859375,77.5999984741211,77.36000061035156,78.30999755859375,702800
2013-01-07,77.18000030517578,77.4000015258789,76.7300033569336,77.66999816894531,562200
2013-01-08,77.54000091552734,77.19999694824219,76.27999877929688,77.56999969482422,482300
2013-01-09,77.5,78.5999984741211,77.33000183105469,78.75,872100
2013-01-10,79.02999877929688,79.0,78.44999694824219,79.19999694824219,953400
2013-01-11,79.0,78.38999938964844,78.08999633789062,79.0199966430664,572100
2013-01-14,78.27999877929688,78.18000030517578,77.73999786376953,78.80000305175781,423900
2013-01-15,77.7300033569336,78.31999969482422,77.68000030517578,78.70999908447266,282600
2013-01-16,78.27999877929688,78.33999633789062,77.94000244140625,78.4800033569336,247800
2013-01-17,78.55999755859375,78.94999694824219,78.48999786376953,79.0999984741211,907600
2013-01-18,78.88999938964844,78.83000183105469,78.45999908447266,79.05000305175781,566200
2013-01-22,79.1500015258789,78.81999969482422,78.48999786376953,79.1500015258789,395900
2013-01-23,78.41999816894531,78.94999694824219,78.41999816894531,79.13999938964844,428300
2013-01-24,79.0999984741211,79.22000122070312,78.83999633789062,79.77999877929688,753200
2013-01-25,79.61000061035156,80.68000030517578,79.1500015258789,80.75,928500
2013-01-28,80.66000366210938,82.23999786376953,80.4800033569336,82.81999969482422,1038100
2013-01-29,82.06999969482422,81.5,81.08999633789062,82.23999786376953,561400
2013-01-30,81.45999908447266,81.62999725341797,81.05000305175781,82.19999694824219,587300
2013-01-31,81.44000244140625,77.97000122070312,77.97000122070312,81.94000244140625,2691200
2013-02-01,78.05999755859375,78.04000091552734,76.77999877929688,78.77999877929688,1907800
2013-02-04,77.58000183105469,76.66999816894531,76.58999633789062,78.38999938964844,626900
2013-02-05,77.26000213623047,81.52999877929688,77.26000213623047,83.55000305175781,2305500
2013-02-06,78.06999969482422,81.05000305175781,78.06999969482422,82.1500015258789,970100
2013-02-07,80.70999908447266,80.62999725341797,78.79000091552734,82.61000061035156,1183800
2013-02-08,80.5,80.88999938964844,80.0199966430664,81.66999816894531,410900
2013-02-11,80.55999755859375,79.30999755859375,79.18000030517578,80.55999755859375,365200
2013-02-12,79.55000305175781,80.0,79.23999786376953,80.01000213623047,444300
2013-02-13,80.87000274658203,80.02999877929688,79.68000030517578,80.91000366210938,769600
2013-02-14,79.94999694824219,79.4800033569336,79.12000274658203,80.12999725341797,439200
2013-02-15,79.47000122070312,79.54000091552734,79.22000122070312,79.66999816894531,680500
2013-02-19,79.81999969482422,79.38999938964844,79.06999969482422,79.9800033569336,411400
2013-02-20,79.48999786376953,77.98999786376953,77.93000030517578,79.73999786376953,567500
2013-02-21,78.0,77.02999877929688,76.19000244140625,78.05000305175781,1125400
2013-02-22,79.30999755859375,85.0199966430664,76.25,86.31999969482422,4161100
2013-02-25,83.88999938964844,83.30000305175781,82.91999816894531,85.55999755859375,1602700
2013-02-26,83.98999786376953,86.73999786376953,83.33000183105469,86.9800033569336,2008800
2013-02-27,87.4000015258789,87.12999725341797,85.8499984741211,89.13999938964844,1343000
2013-02-28,86.94000244140625,86.38999938964844,84.20999908447266,87.25,1619200
2013-03-01,85.7699966430664,86.48999786376953,85.7699966430664,86.91999816894531,1022800
2013-03-04,85.91000366210938,86.98999786376953,85.73999786376953,87.01000213623047,456600
2013-03-05,86.95999908447266,87.61000061035156,86.66999816894531,87.66999816894531,859700
2013-03-06,88.13999938964844,89.9800033569336,88.01000213623047,90.9000015258789,2069600
2013-03-07,90.5999984741211,89.80000305175781,89.48999786376953,90.5999984741211,791800
2013-03-08,90.0,89.05999755859375,86.76000213623047,90.33999633789062,2929900
2013-03-11,89.13999938964844,88.94999694824219,88.69000244140625,89.48999786376953,732300
2013-03-12,89.44000244140625,89.5,88.9000015258789,89.63999938964844,1509100
2013-03-13,90.83000183105469,89.87999725341797,89.41000366210938,90.94999694824219,1206800
2013-03-14,89.87999725341797,90.11000061035156,87.93000030517578,90.19000244140625,638800
2013-03-15,90.31999969482422,90.08999633789062,89.12000274658203,90.7300033569336,1342700
2013-03-18,88.93000030517578,98.04000091552734,88.69999694824219,99.93000030517578,5333800
2013-03-19,99.6500015258789,100.37999725341797,97.87999725341797,100.6500015258789,4223400
2013-03-20,101.0,105.7699966430664,100.75,106.29000091552734,2545700
2013-03-21,104.27999877929688,102.36000061035156,101.4800033569336,104.9000015258789,2077300
2013-03-22,102.5999984741211,103.27999877929688,102.0,103.29000091552734,2978900
2013-03-25,103.5,102.44000244140625,102.05999755859375,103.9000015258789,1376300
2013-03-26,102.9000015258789,102.98999786376953,102.31999969482422,103.19999694824219,903500
2013-03-27,102.62000274658203,104.29000091552734,102.62000274658203,105.55000305175781,807300
2013-03-28,104.43000030517578,104.18000030517578,103.83999633789062,105.06999969482422,586000
2013-04-01,104.6500015258789,103.77999877929688,102.95999908447266,105.29000091552734,391200
2013-04-02,104.47000122070312,103.80000305175781,103.77999877929688,105.52999877929688,527900
2013-04-03,103.91000366210938,102.27999877929688,101.06999969482422,104.13999938964844,1098800
2013-04-04,102.5,104.55000305175781,101.79000091552734,104.5999984741211,892700
2013-04-05,102.66000366210938,105.48999786376953,101.5999984741211,105.5,1063100
2013-04-08,105.44999694824219,104.75,103.6500015258789,106.9800033569336,727500
2013-04-09,104.83000183105469,103.58000183105469,103.11000061035156,105.08999633789062,574000
2013-04-10,104.45999908447266,103.66999816894531,102.97000122070312,104.83999633789062,767200
2013-04-11,103.7699966430664,104.83999633789062,103.29000091552734,104.83999633789062,489600
2013-04-12,104.19000244140625,105.05999755859375,104.19000244140625,105.47000122070312,526300
2013-04-15,104.26000213623047,103.08000183105469,102.88999938964844,104.26000213623047,425100
2013-04-16,104.23999786376953,104.91000366210938,102.94999694824219,105.19999694824219,492300
2013-04-17,104.63999938964844,104.02999877929688,103.22000122070312,105.38999938964844,491100
2013-04-18,104.43000030517578,102.7300033569336,101.48999786376953,104.43000030517578,962200
2013-04-19,103.22000122070312,103.04000091552734,102.44000244140625,103.43000030517578,663900
2013-04-22,104.0999984741211,103.8499984741211,102.48999786376953,104.55000305175781,681500
2013-04-23,104.30000305175781,104.41000366210938,103.37999725341797,105.56999969482422,619400
2013-04-24,104.8499984741211,103.05000305175781,101.0199966430664,105.1500015258789,756700
2013-04-25,102.79000091552734,101.11000061035156,100.91999816894531,103.30000305175781,696800
2013-04-26,100.98999786376953,101.63999938964844,100.02999877929688,102.63999938964844,445400
2013-04-29,102.16999816894531,101.62000274658203,100.70999908447266,102.16999816894531,294600
2013-04-30,101.37999725341797,100.73999786376953,99.41000366210938,101.37999725341797,804600
2013-05-01,100.4800033569336,101.16999816894531,100.4800033569336,101.72000122070312,614400
2013-05-02,101.83000183105469,103.12999725341797,101.27999877929688,103.20999908447266,686100
2013-05-03,103.88999938964844,104.61000061035156,103.70999908447266,105.29000091552734,713300
2013-05-06,104.63999938964844,105.02999877929688,104.1500015258789,105.7699966430664,875400
2013-05-07,104.93000030517578,109.69000244140625,104.93000030517578,111.44000244140625,1635800
2013-05-08,108.76000213623047,110.04000091552734,107.66000366210938,110.48999786376953,1628100
2013-05-09,109.16000366210938,110.12999725341797,109.16000366210938,110.55000305175781,802600
2013-05-10,110.33000183105469,110.05999755859375,110.05999755859375,112.0999984741211,1294900
2013-05-13,109.91999816894531,111.6500015258789,109.86000061035156,112.08999633789062,757500
2013-05-14,111.41999816894531,113.77999877929688,111.08999633789062,114.02999877929688,1052000
2013-05-15,113.81999969482422,114.52999877929688,113.54000091552734,114.66999816894531,1090900
2013-05-16,114.7300033569336,113.61000061035156,113.25,116.41999816894531,1197100
2013-05-17,114.63999938964844,112.13999938964844,112.04000091552734,114.72000122070312,912900
2013-05-20,112.54000091552734,111.41000366210938,111.22000122070312,113.30999755859375,702600
2013-05-21,111.77999877929688,114.0,111.37000274658203,114.81999969482422,699400
2013-05-22,113.5199966430664,112.94000244140625,112.38999938964844,115.12999725341797,907300
2013-05-23,111.47000122070312,113.54000091552734,111.47000122070312,113.63999938964844,412500
2013-05-24,113.04000091552734,112.8499984741211,111.73999786376953,113.04000091552734,625200
2013-05-28,114.52999877929688,114.0999984741211,113.5999984741211,115.44999694824219,621200
2013-05-29,113.36000061035156,112.6500015258789,112.5999984741211,114.43000030517578,693900
2013-05-30,112.95999908447266,111.80999755859375,111.33000183105469,113.13999938964844,583500
2013-05-31,111.20999908447266,112.0,111.20999908447266,113.38999938964844,851500
2013-06-03,112.73999786376953,111.62000274658203,109.62999725341797,112.73999786376953,752700
2013-06-04,111.43000030517578,114.94999694824219,111.43000030517578,115.41000366210938,1080400
2013-06-05,114.62000274658203,113.91999816894531,113.91999816894531,116.0999984741211,1209900
2013-06-06,113.91999816894531,112.62999725341797,111.47000122070312,114.47000122070312,755400
2013-06-07,113.36000061035156,113.91000366210938,112.38999938964844,114.5999984741211,526100
2013-06-10,114.87000274658203,112.52999877929688,112.25,115.1500015258789,1077400
2013-06-11,111.98999786376953,112.45999908447266,111.16999816894531,113.69999694824219,1092800
2013-06-12,112.91000366210938,111.38999938964844,111.25,113.80000305175781,812500
2013-06-13,111.62000274658203,110.88999938964844,110.86000061035156,111.94000244140625,1123500
2013-06-14,110.66999816894531,116.61000061035156,110.22000122070312,117.08999633789062,1596700
2013-06-17,117.51000213623047,117.72000122070312,116.61000061035156,119.23999786376953,1087300
2013-06-18,117.27999877929688,117.94999694824219,116.75,119.8499984741211,751900
2013-06-19,118.12000274658203,117.80000305175781,117.26000213623047,119.0,711400
2013-06-20,117.54000091552734,114.05000305175781,113.79000091552734,117.63999938964844,865600
2013-06-21,114.3499984741211,119.68000030517578,114.3499984741211,120.5999984741211,2468700
2013-06-24,118.94999694824219,118.44000244140625,116.44999694824219,120.7699966430664,1125600
2013-06-25,118.94999694824219,117.7699966430664,117.66000366210938,119.93000030517578,1330200
2013-06-26,118.30999755859375,119.0,118.0,120.66000366210938,948700
2013-06-27,119.75,123.80999755859375,118.93000030517578,128.57000732421875,1620500
2013-06-28,124.45999908447266,123.8499984741211,123.70999908447266,127.02999877929688,2394000
2013-07-01,124.19999694824219,122.22000122070312,121.4000015258789,125.08000183105469,2122000
2013-07-02,123.30999755859375,125.13999938964844,122.55999755859375,125.80000305175781,1383600
2013-07-03,124.48999786376953,127.63999938964844,124.0999984741211,128.10000610351562,730900
2013-07-05,128.58999633789062,127.37999725341797,125.5,128.58999633789062,656300
2013-07-08,127.9000015258789,127.83999633789062,126.47000122070312,130.58999633789062,1010400
2013-07-09,128.61000061035156,125.66999816894531,125.4800033569336,128.8800048828125,934200
2013-07-10,125.36000061035156,125.3499984741211,123.66999816894531,126.69000244140625,1116100
2013-07-11,125.5,125.19999694824219,124.66999816894531,126.56999969482422,1246300
2013-07-12,125.0,124.66999816894531,124.37000274658203,125.98999786376953,849600
2013-07-15,124.91000366210938,124.58000183105469,124.58000183105469,125.9800033569336,775500
2013-07-16,124.4000015258789,123.81999969482422,123.37999725341797,125.54000091552734,1273200
2013-07-17,124.25,124.1500015258789,123.19000244140625,125.52999877929688,1155900
2013-07-18,124.66000366210938,124.56999969482422,123.30999755859375,125.6500015258789,614300
2013-07-19,126.05999755859375,128.30999755859375,126.05999755859375,129.50999450683594,2012100
2013-07-22,127.87999725341797,128.19000244140625,127.04000091552734,128.6199951171875,933400
2013-07-23,129.33999633789062,127.7699966430664,126.30999755859375,129.9600067138672,1347300
2013-07-24,127.7699966430664,128.22000122070312,126.94000244140625,129.10000610351562,4731200
2013-07-25,128.02000427246094,127.75,126.86000061035156,128.99000549316406,825100
2013-07-26,126.81999969482422,126.61000061035156,125.7300033569336,127.36000061035156,544800
2013-07-29,126.69999694824219,125.69000244140625,125.1500015258789,127.02999877929688,677100
2013-07-30,126.08000183105469,123.77999877929688,123.48999786376953,126.3499984741211,736900
2013-07-31,124.58000183105469,125.73999786376953,123.87000274658203,126.6500015258789,792800
2013-08-01,125.75,127.95999908447266,125.75,129.5,880300
2013-08-02,128.0,134.0,127.19000244140625,137.2899932861328,2570400
2013-08-05,132.47999572753906,130.14999389648438,128.66000366210938,134.44000244140625,2015000
2013-08-06,131.0,127.05000305175781,125.38999938964844,133.74000549316406,1224200
2013-08-07,126.2699966430664,129.6300048828125,124.66000366210938,129.9499969482422,1143400
2013-08-08,129.85000610351562,128.05999755859375,127.22000122070312,131.0,566500
2013-08-09,127.6500015258789,128.27000427246094,126.5199966430664,128.5800018310547,506500
2013-08-12,127.4800033569336,126.55999755859375,119.41000366210938,127.73999786376953,1208500
2013-08-13,127.18000030517578,126.0999984741211,125.81999969482422,128.5,527900
2013-08-14,126.0,124.45999908447266,123.97000122070312,126.58000183105469,1049800
2013-08-15,123.56999969482422,123.12000274658203,122.31999969482422,123.87000274658203,555100
2013-08-16,122.77999877929688,122.5999984741211,121.0199966430664,123.05999755859375,515000
2013-08-19,123.12000274658203,123.25,122.63999938964844,123.98999786376953,982300
2013-08-20,123.30999755859375,124.88999938964844,123.05000305175781,125.19999694824219,612900
2013-08-21,124.2300033569336,123.2300033569336,122.79000091552734,124.66000366210938,418900
2013-08-22,122.87000274658203,123.94999694824219,122.87000274658203,125.12000274658203,292300
2013-08-23,124.7300033569336,122.69999694824219,122.45999908447266,125.80000305175781,681400
2013-08-26,122.62000274658203,122.16999816894531,121.95999908447266,124.37999725341797,406000
2013-08-27,121.94000244140625,121.01000213623047,120.83000183105469,122.45999908447266,1079100
2013-08-28,120.87000274658203,120.0,119.43000030517578,121.58999633789062,788300
2013-08-29,119.27999877929688,120.9000015258789,119.05999755859375,121.93000030517578,856000
2013-08-30,121.26000213623047,121.41999816894531,120.3499984741211,121.94999694824219,538900
2013-09-03,122.66000366210938,123.05000305175781,122.05000305175781,124.25,753400
2013-09-04,123.30999755859375,124.55999755859375,123.30999755859375,124.9800033569336,534900
2013-09-05,124.44000244140625,124.66000366210938,123.48999786376953,125.18000030517578,427500
2013-09-06,125.4800033569336,125.0199966430664,123.5999984741211,126.20999908447266,457900
2013-09-09,125.01000213623047,126.69999694824219,125.01000213623047,127.11000061035156,550700
2013-09-10,126.94999694824219,127.44000244140625,126.69999694824219,128.3800048828125,418000
2013-09-11,127.33999633789062,129.11000061035156,125.94000244140625,129.2899932861328,461800
2013-09-12,128.8000030517578,128.27999877929688,127.58999633789062,129.27999877929688,258500
2013-09-13,128.92999267578125,128.75,127.55999755859375,129.11000061035156,185400
2013-09-16,130.2100067138672,129.17999267578125,127.66999816894531,130.3699951171875,419900
2013-09-17,129.42999267578125,130.25999450683594,128.86000061035156,131.0,625200
2013-09-18,130.11000061035156,132.38999938964844,130.11000061035156,133.50999450683594,817900
2013-09-19,132.4600067138672,133.22999572753906,132.4600067138672,134.63999938964844,783300
2013-09-20,133.58999633789062,133.83999633789062,133.2899932861328,134.85000610351562,719800
2013-09-23,133.33999633789062,133.44000244140625,131.7899932861328,134.50999450683594,350100
2013-09-24,133.07000732421875,131.14999389648438,130.97000122070312,134.5,806400
2013-09-25,131.5,134.00999450683594,131.02000427246094,134.5800018310547,611000
2013-09-26,134.6699981689453,135.99000549316406,134.0,136.32000732421875,499600
2013-09-27,135.52999877929688,133.57000732421875,133.10000610351562,135.77999877929688,552900
2013-09-30,132.97000122070312,134.75999450683594,132.69000244140625,135.16000366210938,683300
2013-10-01,134.8000030517578,135.47000122070312,134.4600067138672,136.25,597600
2013-10-02,134.19000244140625,133.7899932861328,133.30999755859375,135.25,506000
2013-10-03,133.41000366210938,131.5500030517578,130.8300018310547,133.80999755859375,810400
2013-10-04,132.0399932861328,132.63999938964844,131.35000610351562,133.30999755859375,748900
2013-10-07,131.63999938964844,132.49000549316406,131.0,133.0,568600
2013-10-08,133.25999450683594,131.61000061035156,131.3000030517578,134.27000427246094,820100
2013-10-09,132.13999938964844,131.5,130.05999755859375,133.6199951171875,829300
2013-10-10,133.6300048828125,136.08999633789062,133.5399932861328,137.3000030517578,605300
